year_sale,gu,area,floor,year_built,type,price
2025,서초구,164.52,8.0,2002.0,아파트,224.0
2025,강남구,31.402,21.0,2008.0,아파트,150.0
2025,송파구,84.79,11.0,2008.0,아파트,309.0
2025,용산구,58.2,14.0,1995.0,아파트,198.5
2025,송파구,76.5,15.0,1978.0,아파트,397.77
2025,용산구,84.98,19.0,2000.0,아파트,286.5
2025,서초구,84.93,19.0,2006.0,아파트,178.0
2025,송파구,84.94,15.0,1993.0,아파트,98.0
2025,송파구,84.98,25.0,2019.0,아파트,245.0
2025,강남구,113.0,14.0,1998.0,아파트,300.0
2025,송파구,27.68,15.0,2008.0,아파트,135.0
2025,강남구,110.07,6.0,2006.0,아파트,185.0
2025,송파구,84.79,5.0,2008.0,아파트,295.0
2025,강남구,183.41,10.0,1983.0,아파트,1150.0
2025,송파구,133.76,3.0,1985.0,아파트,150.0
2025,송파구,108.138,24.0,2016.0,아파트,141.0
2025,송파구,84.96,4.0,2018.0,아파트,295.0
2025,강남구,84.236,11.0,2008.0,아파트,335.0
2025,강남구,50.82,4.0,1992.0,아파트,147.0
2025,송파구,84.98,2.0,1988.0,아파트,155.0
2025,송파구,84.94,1.0,2005.0,아파트,127.0
2025,송파구,84.9,2.0,2008.0,아파트,293.0
2025,용산구,84.97,16.0,2007.0,아파트,155.0
2025,송파구,84.9,7.0,2008.0,아파트,289.5
2025,송파구,84.946,7.0,2016.0,아파트,179.5
2025,송파구,84.9,7.0,2008.0,아파트,289.5
2025,서초구,149.08,18.0,2004.0,아파트,327.0
2025,송파구,27.68,5.0,2008.0,아파트,130.0
2025,동작구,79.44,4.0,2009.0,아파트,69.0
2025,강남구,107.64,4.0,1980.0,아파트,595.0
2025,용산구,84.909,2.0,2019.0,아파트,223.0
2025,송파구,101.8,25.0,2016.0,아파트,189.5
2025,송파구,137.28,10.0,1983.0,아파트,170.0
2025,송파구,108.8,20.0,2015.0,아파트,200.0
2025,송파구,84.94,8.0,2007.0,아파트,165.0
2025,송파구,121.04,11.0,1984.0,아파트,215.0
2025,송파구,73.45,4.0,2024.0,아파트,77.425
2025,강남구,59.96,10.0,2001.0,아파트,279.0
2025,송파구,71.2,3.0,1979.0,아파트,295.0
2025,중구,59.7,7.0,2001.0,아파트,144.0
2025,서초구,84.52,2.0,1997.0,아파트,250.0
2025,용산구,78.06,3.0,1977.0,아파트,224.5
2025,송파구,75.99,6.0,2019.0,아파트,240.0
2025,강동구,59.9,8.0,1999.0,아파트,62.0
2025,송파구,59.57,5.0,2001.0,아파트,108.0
2025,동대문구,84.97,48.0,2023.0,아파트,170.0
2025,동대문구,84.993,31.0,2023.0,아파트,195.0
2025,송파구,135.82,1.0,2006.0,아파트,343.0
2025,송파구,84.94,8.0,2007.0,아파트,165.0
2025,강남구,59.76,15.0,1994.0,아파트,200.0
2025,서초구,84.3,10.0,2003.0,아파트,170.0
2025,강남구,59.95,3.0,1999.0,아파트,215.0
2025,송파구,64.66,17.0,2012.0,아파트,214.0
2025,용산구,58.2,7.0,1995.0,아파트,220.0
2025,강남구,176.03,9.0,2007.0,아파트,250.0
2025,양천구,48.69,3.0,1986.0,아파트,210.0
2025,서초구,51.89,7.0,2013.0,아파트,122.8
2025,용산구,84.69,20.0,2001.0,아파트,167.0
2025,강남구,129.45,13.0,1993.0,아파트,265.0
2025,강남구,33.18,15.0,1992.0,아파트,144.0
2025,강남구,38.671,12.0,2008.0,아파트,160.0
2025,용산구,59.69,4.0,2001.0,아파트,98.0
2025,강남구,84.88,11.0,1999.0,아파트,206.5
2025,강남구,84.85,3.0,2001.0,아파트,190.0
2025,송파구,84.82,14.0,2005.0,아파트,150.0
2025,구로구,59.9,6.0,1996.0,아파트,51.0
2025,서초구,84.84,12.0,2011.0,아파트,174.0
2025,송파구,59.99,15.0,2000.0,아파트,105.0
2025,서초구,112.68,13.0,2001.0,아파트,215.0
2025,송파구,59.99,15.0,2000.0,아파트,105.0
2025,성북구,14.714,13.0,2019.0,아파트,10.5
2025,강남구,60.0,11.0,1992.0,아파트,230.0
2025,강남구,110.39,2.0,1989.0,아파트,315.0
2025,용산구,84.941,2.0,2022.0,아파트,167.0
2025,송파구,58.11,3.0,1987.0,아파트,116.0
2025,강남구,84.253,2.0,2004.0,아파트,197.0
2025,강남구,114.45,5.0,2014.0,아파트,259.0
2025,강남구,101.94,4.0,2014.0,아파트,217.0
2025,강남구,33.18,14.0,1992.0,아파트,145.0
2025,강남구,84.39,7.0,2015.0,아파트,135.0
2025,강남구,84.39,7.0,2015.0,아파트,135.0
2025,송파구,84.86,1.0,1999.0,아파트,117.5
2025,강남구,84.39,7.0,2015.0,아파트,135.0
2025,강남구,84.83,10.0,2015.0,아파트,150.0
2025,강남구,81.943,8.0,2000.0,아파트,215.0
2025,송파구,192.235,5.0,1988.0,아파트,379.0
2025,강남구,110.453,10.0,2000.0,아파트,274.5
2025,양천구,126.53,1.0,1987.0,아파트,225.0
2025,강남구,84.94,14.0,2019.0,아파트,358.0
2025,송파구,108.138,24.0,2016.0,아파트,141.0
2025,서초구,84.943,9.0,2009.0,아파트,484.0
2025,강남구,49.92,7.0,2020.0,아파트,235.0
2025,송파구,39.6,11.0,1997.0,아파트,69.5
2025,송파구,39.6,6.0,1997.0,아파트,69.0
2025,동대문구,59.89,19.0,2000.0,아파트,84.5
2025,용산구,114.96,10.0,1994.0,아파트,278.0
2025,송파구,59.92,3.0,1997.0,아파트,160.0
2025,송파구,84.69,5.0,1997.0,아파트,189.8
2025,강남구,145.69,11.0,1984.0,아파트,450.0
2025,강남구,145.69,11.0,1984.0,아파트,450.0
2025,영등포구,48.26,9.0,1977.0,아파트,220.0
2025,강남구,84.95,4.0,2011.0,아파트,152.5
2025,강남구,84.97,11.0,2011.0,아파트,154.0
2025,송파구,84.9,9.0,2008.0,아파트,291.0
2025,송파구,57.24,10.0,1986.0,아파트,75.0
2025,서초구,30.18,8.0,1996.0,아파트,109.7
2025,강남구,78.774,2.0,2023.0,아파트,370.0
2025,송파구,59.86,7.0,2000.0,아파트,149.3
2025,용산구,82.28,18.0,2006.0,아파트,149.0
2025,용산구,84.89,18.0,1998.0,아파트,297.5
2025,송파구,84.92,13.0,2004.0,아파트,138.0
2025,송파구,59.88,9.0,2007.0,아파트,296.0
2025,송파구,155.22,2.0,1979.0,아파트,420.0
2025,강남구,123.28,5.0,1984.0,아파트,410.0
2025,용산구,84.78,11.0,1994.0,아파트,240.0
2025,송파구,59.24,15.0,1988.0,아파트,119.0
2025,송파구,69.74,12.0,1988.0,아파트,80.0
2025,송파구,84.96,18.0,1997.0,아파트,150.0
2025,강남구,84.987,6.0,2005.0,아파트,134.0
2025,송파구,76.5,11.0,1978.0,아파트,402.7
2025,송파구,59.95,3.0,2008.0,아파트,265.0
2025,강남구,109.04,11.0,2000.0,아파트,395.0
2025,강남구,116.285,9.0,2006.0,아파트,359.0
2025,양천구,156.84,12.0,1987.0,아파트,345.0
2025,서초구,84.97,2.0,2010.0,아파트,280.0
2025,송파구,84.94,5.0,2007.0,아파트,160.0
2025,강남구,176.03,10.0,2007.0,아파트,240.0
2025,송파구,84.95,11.0,2008.0,아파트,175.0
2025,송파구,84.93,9.0,2013.0,아파트,189.0
2025,강남구,84.83,15.0,2012.0,아파트,183.0
2025,송파구,96.65,4.0,1981.0,아파트,339.0
2025,서초구,97.474,17.0,2022.0,아파트,555.0
2025,강남구,121.089,11.0,2008.0,아파트,405.5
2025,강남구,59.977,9.0,2006.0,아파트,290.0
2025,강남구,84.923,5.0,2006.0,아파트,377.0
2025,송파구,127.75,11.0,1986.0,아파트,213.0
2025,송파구,60.0,1.0,1988.0,아파트,128.0
2025,송파구,84.885,7.0,2007.0,아파트,219.0
2025,강남구,39.51,13.0,1992.0,아파트,180.0
2025,동작구,16.01,19.0,2015.0,아파트,15.5
2025,강남구,51.12,3.0,1992.0,아파트,198.0
2025,서초구,152.33,22.0,2004.0,아파트,380.0
2025,송파구,81.14,15.0,1983.0,아파트,230.0
2025,서초구,80.598,19.0,2020.0,아파트,190.0
2025,구로구,21.49,7.0,2016.0,아파트,17.5
2025,양천구,66.6,15.0,1986.0,아파트,258.0
2025,강남구,84.87,3.0,2010.0,아파트,348.0
2025,송파구,133.29,5.0,2004.0,아파트,186.5
2025,송파구,59.92,3.0,2001.0,아파트,72.7
2025,은평구,49.76,11.0,2024.0,아파트,58.1
2025,성북구,15.214,5.0,2019.0,아파트,13.0
2025,용산구,114.48,1.0,2001.0,아파트,160.0
2025,송파구,135.82,12.0,2006.0,아파트,399.0
2025,송파구,64.66,24.0,2012.0,아파트,215.0
2025,서초구,59.91,13.0,2012.0,아파트,162.0
2025,송파구,108.811,15.0,2022.0,아파트,170.0
2025,송파구,59.36,4.0,1993.0,아파트,67.0
2025,송파구,25.65,13.0,1989.0,아파트,46.0
2025,마포구,59.48,15.0,2000.0,아파트,140.0
2025,강남구,84.95,2.0,1999.0,아파트,179.0
2025,강남구,39.51,15.0,1992.0,아파트,172.0
2025,송파구,84.99,19.0,2008.0,아파트,345.0
2025,서초구,119.41,6.0,2021.0,아파트,468.0
2025,송파구,43.79,14.0,1986.0,아파트,134.45
2025,강남구,109.24,3.0,1982.0,아파트,695.0
2025,영등포구,137.82,16.0,2003.0,아파트,285.0
2025,강남구,83.86,8.0,1985.0,아파트,350.0
2025,서초구,111.07,6.0,2005.0,아파트,184.0
2025,송파구,82.45,12.0,1979.0,아파트,320.0
2025,송파구,33.379,3.0,2021.0,아파트,42.0
2025,송파구,99.0,10.0,1979.0,아파트,350.0
2025,송파구,75.99,6.0,2019.0,아파트,230.0
2025,송파구,75.91,15.0,2019.0,아파트,226.5
2025,서초구,74.16,12.0,2000.0,아파트,133.5
2025,송파구,25.65,3.0,1989.0,아파트,49.0
2025,강남구,144.7,1.0,1978.0,아파트,725.0
2025,송파구,84.82,6.0,2006.0,아파트,309.5
2025,송파구,51.77,6.0,2013.0,아파트,132.0
2025,송파구,84.98,14.0,2004.0,아파트,180.0
2025,송파구,59.91,15.0,1999.0,아파트,82.5
2025,서초구,136.25,8.0,2003.0,아파트,204.0
2025,송파구,84.85,11.0,1994.0,아파트,130.0
2025,송파구,100.31,10.0,1988.0,아파트,311.0
2025,송파구,143.02,3.0,2001.0,아파트,187.0
2025,송파구,59.87,10.0,2024.0,아파트,170.0
2025,강남구,101.94,3.0,2014.0,아파트,218.0
2025,종로구,48.54,5.0,2003.0,아파트,49.5
2025,용산구,146.38,3.0,1974.0,아파트,309.998
2025,송파구,136.325,7.0,1988.0,아파트,304.0
2025,용산구,84.98,7.0,2000.0,아파트,273.0
2025,용산구,103.74,3.0,1977.0,아파트,242.5
2025,강남구,49.86,2.0,1992.0,아파트,198.0
2025,송파구,59.982,13.0,2019.0,아파트,108.5
2025,송파구,84.99,8.0,2018.0,아파트,289.5
2025,송파구,84.8,3.0,2004.0,아파트,90.0
2025,용산구,59.88,7.0,1998.0,아파트,250.0
2025,송파구,123.61,6.0,1984.0,아파트,210.0
2025,송파구,114.91,7.0,2011.0,아파트,138.5
2025,서초구,104.35,2.0,2004.0,아파트,115.0
2025,송파구,72.88,11.0,1984.0,아파트,176.3
2025,송파구,84.79,29.0,2008.0,아파트,289.0
2025,양천구,70.2,8.0,1987.0,아파트,210.0
2025,송파구,84.96,11.0,1997.0,아파트,142.5
2025,송파구,84.46,1.0,1991.0,아파트,120.0
2025,송파구,84.31,11.0,1991.0,아파트,120.0
2025,서초구,35.22,8.0,2002.0,아파트,30.0
2025,구로구,84.87,17.0,1998.0,아파트,51.0
2025,강남구,145.83,25.0,2005.0,아파트,600.0
2025,송파구,114.36,9.0,1997.0,아파트,149.0
2025,송파구,59.92,7.0,1997.0,아파트,169.5
2025,서초구,80.533,26.0,2020.0,아파트,210.0
2025,강남구,74.44,9.0,2014.0,아파트,97.5
2025,양천구,54.94,2.0,1987.0,아파트,200.0
2025,강남구,59.89,11.0,2013.0,아파트,142.0
2025,송파구,27.68,4.0,2008.0,아파트,126.5
2025,강남구,59.93,5.0,2015.0,아파트,115.0
2025,강남구,128.74,38.0,2004.0,아파트,290.0
2025,서초구,60.12,3.0,2007.0,아파트,88.0
2025,송파구,158.705,8.0,1988.0,아파트,328.0
2025,강남구,183.41,2.0,1983.0,아파트,980.0
2025,송파구,120.97,3.0,2004.0,아파트,179.0
2025,송파구,39.6,6.0,1997.0,아파트,70.0
2025,송파구,84.11,5.0,1988.0,아파트,147.0
2025,서초구,35.38,6.0,2001.0,아파트,59.0
2025,송파구,59.92,1.0,1997.0,아파트,149.5
2025,송파구,84.97,22.0,2008.0,아파트,260.0
2025,강남구,74.74,9.0,2013.0,아파트,168.0
2025,강남구,74.74,11.0,2013.0,아파트,161.5
2025,강남구,84.39,9.0,2015.0,아파트,131.5
2025,강남구,84.83,3.0,2015.0,아파트,147.5
2025,송파구,82.61,4.0,1978.0,아파트,422.55
2025,용산구,59.94,4.0,1999.0,아파트,134.7
2025,송파구,84.8,5.0,1991.0,아파트,133.0
2025,송파구,106.887,9.0,2025.0,아파트,238.0
2025,송파구,84.87,10.0,1995.0,아파트,131.0
2025,동작구,84.97,18.0,2018.0,아파트,205.0
2025,강남구,59.84,11.0,1999.0,아파트,208.0
2025,송파구,99.6,16.0,2018.0,아파트,305.0
2025,송파구,35.24,4.0,2008.0,아파트,110.8
2025,송파구,27.68,30.0,2008.0,아파트,157.0
2025,서초구,84.97,22.0,2018.0,아파트,460.0
2025,강남구,84.93,9.0,1994.0,아파트,265.0
2025,송파구,84.98,7.0,1988.0,아파트,152.5
2025,송파구,126.18,3.0,1988.0,아파트,385.0
2025,송파구,95.84,8.0,1983.0,아파트,250.0
2025,송파구,84.96,10.0,2000.0,아파트,119.0
2025,양천구,71.64,7.0,1988.0,아파트,215.0
2025,양천구,71.4,4.0,1987.0,아파트,221.0
2025,양천구,53.82,1.0,1987.0,아파트,204.0
2025,강남구,49.96,14.0,1992.0,아파트,198.0
2025,양천구,108.28,8.0,1987.0,아파트,277.0
2025,송파구,105.99,10.0,2001.0,아파트,221.0
2025,양천구,106.93,12.0,1987.0,아파트,287.0
2025,양천구,106.93,12.0,1987.0,아파트,287.0
2025,양천구,66.24,9.0,1988.0,아파트,190.0
2025,강남구,58.57,16.0,1998.0,아파트,194.0
2025,양천구,66.6,15.0,1986.0,아파트,264.0
2025,서초구,59.76,7.0,2002.0,아파트,225.0
2025,서초구,84.81,6.0,2014.0,아파트,166.0
2025,송파구,84.99,16.0,2008.0,아파트,350.0
2025,강남구,60.0,10.0,1992.0,아파트,225.0
2025,서초구,47.7,10.0,2001.0,아파트,120.0
2025,은평구,25.99,5.0,2021.0,아파트,33.8
2025,송파구,106.967,14.0,2015.0,아파트,185.0
2025,서초구,163.51,4.0,2002.0,아파트,210.0
2025,서초구,74.96,16.0,2017.0,아파트,349.0
2025,송파구,150.58,12.0,2004.0,아파트,197.0
2025,송파구,84.94,4.0,2005.0,아파트,138.0
2025,강동구,59.98,26.0,2017.0,아파트,140.0
2025,송파구,39.69,2.0,1989.0,아파트,74.5
2025,송파구,84.69,3.0,1997.0,아파트,192.0
2025,서초구,84.3,6.0,2003.0,아파트,165.0
2025,송파구,59.975,11.0,1987.0,아파트,108.0
2025,서초구,84.96,13.0,1989.0,아파트,209.0
2025,강남구,59.67,8.0,2000.0,아파트,95.0
2025,강남구,84.92,2.0,2014.0,아파트,200.0
2025,강남구,176.03,11.0,2007.0,아파트,250.0
2025,서초구,100.11,7.0,1979.0,아파트,505.0
2025,송파구,136.16,1.0,2002.0,아파트,137.0
2025,송파구,84.17,12.0,1997.0,아파트,119.25
2025,송파구,114.63,9.0,1998.0,아파트,143.0
2025,송파구,121.04,12.0,1984.0,아파트,210.0
2025,서초구,243.1,5.0,2007.0,아파트,390.0
2025,송파구,108.119,14.0,2015.0,아파트,193.5
2025,송파구,59.96,22.0,2021.0,아파트,158.0
2025,서초구,54.995,7.0,2021.0,아파트,242.0
2025,송파구,84.96,11.0,2004.0,아파트,179.0
2025,용산구,131.53,24.0,2009.0,아파트,345.0
2025,강북구,18.647,17.0,2014.0,아파트,13.5
2025,양천구,53.9,7.0,1987.0,아파트,190.0
2025,중구,71.93,11.0,1970.0,아파트,67.0
2025,서초구,84.96,14.0,1987.0,아파트,400.0
2025,강남구,84.78,4.0,1998.0,아파트,220.0
2025,서초구,84.91,10.0,2002.0,아파트,363.0
2025,서초구,84.96,5.0,1989.0,아파트,210.0
2025,용산구,49.906,14.0,2017.0,아파트,101.0
2025,송파구,82.51,5.0,1978.0,아파트,430.5
2025,송파구,84.38,13.0,1995.0,아파트,109.0
2025,서초구,84.96,1.0,1987.0,아파트,389.0
2025,용산구,59.57,10.0,2001.0,아파트,130.0
2025,송파구,84.8,15.0,2008.0,아파트,328.0
2025,강남구,35.73,6.0,1997.0,아파트,95.0
2025,송파구,114.756,17.0,2007.0,아파트,239.0
2025,송파구,84.87,1.0,1995.0,아파트,117.0
2025,송파구,106.887,6.0,2025.0,아파트,235.0
2025,강남구,84.81,5.0,1986.0,아파트,330.0
2025,양천구,64.98,7.0,1986.0,아파트,255.0
2025,서초구,80.509,26.0,2020.0,아파트,200.0
2025,서초구,121.66,15.0,2001.0,아파트,280.0
2025,송파구,84.83,24.0,2007.0,아파트,323.0
2025,관악구,84.96,1.0,2003.0,아파트,94.0
2025,동대문구,54.43,7.0,2019.0,아파트,49.6
2025,관악구,60.0,14.0,2003.0,아파트,94.6
2025,중랑구,84.03,9.0,1997.0,아파트,84.8
2025,관악구,84.96,5.0,2003.0,아파트,94.0
2025,은평구,84.9,10.0,2019.0,아파트,125.0
2025,은평구,59.986,6.0,2023.0,아파트,130.0
2025,노원구,84.84,5.0,1995.0,아파트,55.0
2025,금천구,84.97,9.0,2004.0,아파트,56.7
2025,노원구,44.52,10.0,1988.0,아파트,46.0
2025,관악구,59.99,4.0,2008.0,아파트,58.0
2025,노원구,39.82,9.0,1991.0,아파트,42.0
2025,관악구,104.913,15.0,2010.0,아파트,99.0
2025,성동구,71.85,12.0,1989.0,아파트,75.0
2025,관악구,84.99,22.0,2014.0,아파트,100.0
2025,구로구,45.563,12.0,1988.0,아파트,45.7
2025,서대문구,84.99,14.0,2024.0,아파트,131.0
2025,성동구,25.328,12.0,2017.0,아파트,125.0
2025,서대문구,84.963,12.0,2007.0,아파트,87.0
2025,성동구,25.328,12.0,2017.0,아파트,125.0
2025,관악구,59.58,9.0,2004.0,아파트,92.0
2025,마포구,126.07,10.0,1983.0,아파트,132.0
2025,동대문구,114.95,6.0,1997.0,아파트,97.0
2025,광진구,130.17,24.0,2012.0,아파트,298.5
2025,구로구,79.97,7.0,1987.0,아파트,71.0
2025,서대문구,84.95,2.0,2012.0,아파트,128.0
2025,광진구,84.64,8.0,2005.0,아파트,150.0
2025,동대문구,95.45,4.0,1984.0,아파트,71.5
2025,광진구,84.64,8.0,2005.0,아파트,150.0
2025,양천구,65.92,5.0,2021.0,아파트,85.0
2025,서대문구,84.97,3.0,2012.0,아파트,129.0
2025,종로구,70.8,11.0,2008.0,아파트,140.0
2025,동작구,59.927,7.0,2021.0,아파트,180.0
2025,강서구,49.5,9.0,1992.0,아파트,91.0
2025,관악구,59.998,14.0,2022.0,아파트,120.0
2025,서대문구,120.95,11.0,2012.0,아파트,165.0
2025,도봉구,84.94,1.0,1995.0,아파트,55.0
2025,서대문구,59.93,10.0,2000.0,아파트,90.2
2025,도봉구,84.94,10.0,1995.0,아파트,55.0
2025,강서구,75.48,8.0,1990.0,아파트,87.0
2025,도봉구,50.58,4.0,1986.0,아파트,57.0
2025,강서구,84.87,2.0,1990.0,아파트,94.0
2025,동대문구,59.4,1.0,2002.0,아파트,63.0
2025,은평구,101.83,6.0,2010.0,아파트,91.5
2025,동대문구,102.28,9.0,2002.0,아파트,70.0
2025,은평구,59.96,4.0,2021.0,아파트,105.0
2025,성북구,84.95,17.0,2005.0,아파트,73.3
2025,은평구,59.96,13.0,2021.0,아파트,105.0
2025,동대문구,59.34,2.0,2000.0,아파트,77.0
2025,은평구,59.96,10.0,2021.0,아파트,105.0
2025,성북구,84.95,17.0,2005.0,아파트,73.3
2025,은평구,84.87,4.0,2021.0,아파트,117.2
2025,양천구,82.81,2.0,2003.0,아파트,128.0
2025,성동구,59.98,12.0,2018.0,아파트,220.0
2025,은평구,84.93,6.0,2021.0,아파트,122.0
2025,중랑구,74.939,7.0,2019.0,아파트,95.0
2025,서대문구,97.03,3.0,2003.0,아파트,135.7
2025,서대문구,55.82,3.0,2006.0,아파트,88.5
2025,서대문구,55.85,2.0,2006.0,아파트,91.7
2025,동대문구,84.84,15.0,2000.0,아파트,104.5
2025,성동구,84.74,2.0,1986.0,아파트,186.0
2025,동대문구,114.988,14.0,2001.0,아파트,95.0
2025,동작구,109.7,6.0,1993.0,아파트,155.0
2025,영등포구,84.98,6.0,1997.0,아파트,108.4
2025,서대문구,59.99,8.0,2018.0,아파트,114.0
2025,서대문구,59.84,17.0,2020.0,아파트,167.0
2025,양천구,82.615,15.0,2002.0,아파트,114.0
2025,양천구,82.615,14.0,2002.0,아파트,107.0
2025,서대문구,60.0,5.0,2001.0,아파트,74.0
2025,관악구,59.4,12.0,1997.0,아파트,45.5
2025,강서구,84.96,4.0,1999.0,아파트,89.0
2025,은평구,84.92,19.0,2023.0,아파트,152.5
2025,은평구,84.96,16.0,2023.0,아파트,164.0
2025,동작구,84.783,13.0,2012.0,아파트,180.0
2025,영등포구,43.92,6.0,1997.0,아파트,62.0
2025,강서구,59.88,6.0,1999.0,아파트,87.0
2025,강서구,59.88,6.0,1999.0,아파트,87.0
2025,금천구,84.927,11.0,2008.0,아파트,73.0
2025,서대문구,59.79,8.0,2019.0,아파트,113.7
2025,성북구,84.64,4.0,2005.0,아파트,112.5
2025,서대문구,114.72,17.0,2000.0,아파트,108.0
2025,성북구,59.96,5.0,2010.0,아파트,107.8
2025,동대문구,115.146,9.0,2007.0,아파트,81.5
2025,영등포구,94.69,3.0,2003.0,아파트,85.0
2025,동작구,84.609,12.0,2012.0,아파트,180.0
2025,성북구,59.998,1.0,2003.0,아파트,80.5
2025,영등포구,101.911,13.0,2008.0,아파트,131.0
2025,강서구,59.9,5.0,2005.0,아파트,105.0
2025,성북구,59.58,9.0,1998.0,아파트,63.0
2025,강서구,84.99,7.0,2005.0,아파트,130.0
2025,성북구,84.87,13.0,1998.0,아파트,85.0
2025,성북구,84.844,17.0,2003.0,아파트,97.0
2025,마포구,118.28,6.0,2010.0,아파트,236.5
2025,강남구,34.44,11.0,1993.0,아파트,116.0
2025,강동구,59.97,2.0,2020.0,아파트,120.0
2025,서대문구,84.971,7.0,2015.0,아파트,137.0
2025,광진구,84.97,13.0,1990.0,아파트,200.0
2025,강서구,112.693,1.0,2006.0,아파트,100.0
2025,노원구,59.986,7.0,2020.0,아파트,94.0
2025,서대문구,84.971,13.0,2015.0,아파트,144.5
2025,동작구,59.775,11.0,2012.0,아파트,144.0
2025,강서구,102.917,19.0,2013.0,아파트,150.0
2025,노원구,74.956,29.0,2020.0,아파트,110.0
2025,서대문구,84.971,16.0,2015.0,아파트,147.0
2025,영등포구,59.897,11.0,2020.0,아파트,125.0
2025,성북구,84.84,15.0,2017.0,아파트,110.0
2025,영등포구,59.897,5.0,2020.0,아파트,122.5
2025,강서구,84.99,16.0,2015.0,아파트,140.0
2025,종로구,84.95,10.0,2022.0,아파트,144.0
2025,성북구,59.65,10.0,2010.0,아파트,77.7
2025,서대문구,58.64,1.0,1997.0,아파트,53.5
2025,강북구,59.36,9.0,2019.0,아파트,82.0
2025,광진구,59.96,6.0,1996.0,아파트,118.0
2025,강동구,84.53,9.0,2009.0,아파트,107.0
2025,영등포구,84.802,5.0,2020.0,아파트,149.8
2025,관악구,61.74,8.0,1988.0,아파트,68.0
2025,마포구,84.98,1.0,2016.0,아파트,249.0
2025,강동구,84.53,8.0,2009.0,아파트,112.0
2025,강서구,59.04,5.0,1994.0,아파트,62.7
2025,서대문구,59.4,7.0,1999.0,아파트,80.0
2025,영등포구,41.04,9.0,1987.0,아파트,62.5
2025,중구,82.413,8.0,2009.0,아파트,85.0
2025,노원구,44.52,13.0,1992.0,아파트,38.8
2025,중구,133.98,12.0,2011.0,아파트,218.0
2025,노원구,44.52,15.0,1992.0,아파트,36.0
2025,중구,59.94,4.0,2002.0,아파트,129.0
2025,서대문구,84.95,17.0,2024.0,아파트,140.0
2025,금천구,53.39,7.0,1982.0,아파트,38.5
2025,광진구,84.99,12.0,1997.0,아파트,220.0
2025,구로구,35.63,4.0,1995.0,아파트,14.7
2025,동대문구,59.86,8.0,2018.0,아파트,136.0
2025,중랑구,41.88,1.0,1988.0,아파트,29.5
2025,도봉구,36.16,12.0,1989.0,아파트,30.0
2025,성동구,177.12,7.0,1982.0,아파트,464.0
2025,구로구,84.98,21.0,2006.0,아파트,86.7
2025,동대문구,84.97,51.0,2023.0,아파트,170.0
2025,은평구,59.94,10.0,2021.0,아파트,116.0
2025,동대문구,59.94,28.0,2018.0,아파트,135.5
2025,은평구,59.92,7.0,2013.0,아파트,76.0
2025,서대문구,59.91,1.0,2000.0,아파트,59.9
2025,강서구,58.14,9.0,1995.0,아파트,87.5
2025,서대문구,71.89,12.0,2000.0,아파트,67.0
2025,동대문구,109.97,24.0,2021.0,아파트,188.5
2025,서대문구,59.103,7.0,2018.0,아파트,61.5
2025,강동구,69.17,9.0,1988.0,아파트,104.0
2025,영등포구,84.99,19.0,1999.0,아파트,124.0
2025,은평구,71.99,4.0,2019.0,아파트,75.0
2025,영등포구,131.34,2.0,1999.0,아파트,129.0
2025,성북구,59.37,15.0,2009.0,아파트,80.0
2025,광진구,138.85,6.0,2006.0,아파트,265.0
2025,마포구,39.91,4.0,2004.0,아파트,58.5
2025,중랑구,84.96,11.0,1996.0,아파트,79.5
2025,동작구,84.94,9.0,2001.0,아파트,119.2
2025,성북구,59.37,2.0,2009.0,아파트,75.5
2025,중랑구,59.981,12.0,2006.0,아파트,70.1
2025,구로구,84.915,4.0,2001.0,아파트,78.0
2025,성북구,59.86,4.0,1999.0,아파트,72.7
2025,성북구,59.04,14.0,1999.0,아파트,74.0
2025,영등포구,157.87,19.0,2010.0,아파트,173.0
2025,영등포구,79.52,12.0,1986.0,아파트,87.6
2025,영등포구,114.51,11.0,2004.0,아파트,186.5
2025,강동구,59.94,11.0,1999.0,아파트,103.0
2025,영등포구,114.51,13.0,2004.0,아파트,174.0
2025,영등포구,59.75,22.0,2000.0,아파트,148.0
2025,영등포구,114.84,5.0,2000.0,아파트,147.0
2025,강서구,89.975,16.0,1995.0,아파트,115.0
2025,강서구,123.72,10.0,1995.0,아파트,129.0
2025,종로구,84.858,5.0,2008.0,아파트,145.0
2025,종로구,59.673,13.0,2019.0,아파트,156.0
2025,동대문구,84.66,13.0,2003.0,아파트,78.0
2025,서대문구,84.78,17.0,1994.0,아파트,95.0
2025,마포구,84.73,11.0,2002.0,아파트,117.0
2025,서대문구,84.78,8.0,1994.0,아파트,92.5
2025,종로구,77.654,12.0,2017.0,아파트,237.0
2025,종로구,84.858,1.0,2008.0,아파트,128.0
2025,종로구,84.614,5.0,2017.0,아파트,254.0
2025,종로구,84.858,11.0,2008.0,아파트,142.5
2025,종로구,37.263,16.0,2017.0,아파트,91.0
2025,노원구,84.77,16.0,1999.0,아파트,87.75
2025,성동구,59.96,7.0,2000.0,아파트,150.0
2025,강동구,84.975,15.0,2007.0,아파트,160.5
2025,강동구,59.785,14.0,2019.0,아파트,190.0
2025,구로구,84.98,9.0,2014.0,아파트,74.7
2025,양천구,165.27,6.0,2003.0,아파트,190.0
2025,양천구,49.99,7.0,2000.0,아파트,54.5
2025,동작구,84.92,15.0,1993.0,아파트,155.0
